Time,Day,Month,Year,B1,BG1,BG2,BN8,CGP2,CGW1,CGW2,H1,L1,L2,P1,P2,P3,S1,S2,S3,SE,W1,W2,W3
2012-04-06,6,4,2012,592,847,794,782,"1,114","1,708","2,145","1,186","1,102",804,"1,432","1,571","1,641","4,343","3,295","3,647","3,535","2,944","1,907","2,525"
2012-04-22,22,4,2012,"2,500","2,021","2,608","1,260","1,826","2,135","2,913","1,869","1,350",297,"2,379","2,108","2,259","4,301","4,206","3,872","2,909","3,083","2,647","2,640"
2012-05-08,8,5,2012,"2,126","1,799","2,708","2,888","2,347","2,618","3,535","2,639","2,477",396,"2,208","1,884","2,778","5,600","4,646","4,581","3,198","4,510","2,005","2,923"
2012-05-24,24,5,2012,"1,742","2,186","2,761","3,308","2,061","3,153","3,113","2,162","3,025",686,"1,883","1,757","2,074","4,679","4,890","2,850","3,781","3,242","2,143","2,582"
2012-06-09,9,6,2012,"1,320","1,405","1,862","1,726","1,970","1,877","2,322","1,617","2,597",840,"1,582","1,683","1,691","4,041","3,626","3,259","2,777","3,234","1,379","2,147"
2012-06-25,25,6,2012,"1,224","1,266","1,690","1,219","1,500","2,086","2,626","1,234","2,252","1,017","1,415","1,437","1,544","4,110","3,424","3,398","3,164","3,068","1,669","1,975"
2012-07-11,11,7,2012,"1,157","1,159","1,452","1,009","1,366","1,865","2,069","1,240","1,876","1,056","1,448","1,422","1,458","3,282","3,189","2,764","2,620","2,527","1,576","1,735"
2012-07-27,27,7,2012,"1,093","1,137","1,316",926,"1,375","1,834","1,726","1,170","1,574","1,021","1,281","1,289","1,515","3,056","2,591","2,891","2,342","2,849","1,574","1,655"
2012-08-12,12,8,2012,"1,412","1,297","1,514","1,234","1,047","2,593","1,640","1,043",641,900,"1,265","1,223","1,195","2,835","3,111","2,234","2,486","2,286","1,427","1,862"
2012-08-28,28,8,2012,"1,050","1,047","1,251",967,"1,321","2,167","1,833","1,129","1,488",832,"1,231","1,332","1,275","2,616","2,834","2,854","1,855","2,131","1,368","1,410"
2012-09-13,13,9,2012,991,901,"1,126",780,"1,239","1,668","1,795","1,037","1,319",888,"1,228","1,244","1,231","2,869","2,576","1,657","2,172","2,221","1,264","1,609"
2012-09-29,29,9,2012,"1,022",879,"1,159",977,"1,275","2,323","1,698","1,021","1,301",877,"1,148","1,234","1,153","2,557","3,197","1,839","1,823","2,176","1,257","1,448"
2012-10-15,15,10,2012,"1,062",883,"1,090",724,"1,137","1,499","2,103",963,"1,248",845,"1,179","1,221","1,143","2,682","2,535","2,239","1,949","2,487","1,147","1,595"
2012-10-31,31,10,2012,956,906,"1,127",792,"1,425","1,399","2,103","1,287","1,434",667,"1,417","1,258","1,175","3,069","2,807","2,208","2,003","2,672","1,495","1,785"
2012-11-16,16,11,2012,856,807,"1,015",795,882,"2,089","1,830","1,174","1,593",927,"1,390","1,381","1,401","6,105","3,646","1,550","1,779","2,930","1,586","1,911"
2012-12-02,2,12,2012,812,735,"1,198","1,026","1,458","1,541","1,126","1,060","1,336",987,"1,303","1,307","1,293","5,652","1,207","2,265","3,126","2,854","1,331","1,843"
2012-12-18,18,12,2012,"1,127","1,077","1,549",856,"1,200","1,637","2,174","1,359","1,289",733,"1,464","1,592","1,396","4,983","3,587","2,196","2,796","2,874","1,523","2,008"
2013-01-01,1,1,2013,"2,380","2,056","1,916","1,342","1,851","3,850","2,630","2,050","1,698",799,"2,408","2,105","2,085","4,474","4,543","2,609","3,191","3,059","2,314","3,110"
2013-01-17,17,1,2013,"1,438","1,197","1,234",852,"1,463","1,883","2,723","1,287","1,715",850,"2,076","1,559","1,799","5,102","3,827","2,976","2,779","2,914","1,814","2,724"
2013-02-02,2,2,2013,"1,773","1,224","1,623","1,663","1,646","2,294","2,867","1,123","1,843",815,"1,697","1,574","2,055","4,000","3,822","2,999","2,494","2,852","2,002","2,734"
2013-02-18,18,2,2013,"1,069",942,"1,064","1,237","1,277","2,809","2,389","1,078","1,432",829,"1,634","1,482","2,060","3,808","3,007","3,465","2,642","2,883","1,541","2,095"
2013-03-06,6,3,2013,"1,182",747,"1,267",636,"1,231","2,045","2,127",566,"1,410",830,"1,524","1,780","1,470","4,632","3,418","2,552","2,825","2,959","1,346","1,861"
2013-03-22,22,3,2013,"1,937","1,684","1,262",952,"2,069","2,323","2,266","1,627","1,994",972,"2,548","1,773","1,328","5,312","3,390","2,788","2,170","3,707","1,926",931
2013-04-07,7,4,2013,"3,436","2,688","3,624",837,"2,943","3,347","2,840","2,079","1,716",344,"2,760","2,241","2,485","5,416","4,737","3,930","2,955","3,695","3,074","3,503"
2013-04-23,23,4,2013,"2,743","2,777","4,581","2,173","2,609","3,518","3,401","2,423","2,604",926,"2,624","1,831","3,766","4,195","6,449","4,268","3,136","5,183","2,905","4,097"
2013-05-09,9,5,2013,"1,535","1,667","2,175","1,247","1,681","4,559","5,520","1,643","3,105",741,"1,637","1,874","2,405","5,528","5,540","4,467","3,636","4,841","2,474","4,291"
2013-05-25,25,5,2013,"1,554","1,509","1,755",925,"1,748","3,255","2,855","1,702","2,272",801,"2,316","1,697","1,778","5,379","4,626","3,484","3,946","3,556","2,447","3,166"
2013-06-10,10,6,2013,"1,261","1,218","1,407",865,"1,567","2,447","2,445","1,474","2,005",822,"1,485","1,608","1,763","3,773","3,492","2,522","2,558","2,929","1,767","2,124"
2013-06-26,26,6,2013,"1,227","1,250","1,315",841,"1,624","3,482","3,323","1,233","2,220","1,023","1,612","1,724","1,687","2,561","3,962","3,066","2,851","2,970","1,910","2,027"
2013-07-12,12,7,2013,"1,130","1,159","1,212",722,"1,395","1,829","1,840","1,213","1,710",820,"1,393","1,399","1,507","2,379","2,246","2,454","2,269","2,939","1,618","1,976"
2013-07-28,28,7,2013,"1,138","1,108",955,749,"1,493","1,892","1,633","1,097","1,558",867,"1,539","1,467","1,369","3,432","3,057","2,239","2,166","2,973","1,670","1,874"
2013-08-13,13,8,2013,"1,070","1,012","1,156",674,"1,303","1,840","2,610","1,156","1,450",775,"1,273","1,360","1,355","2,313","2,557","2,051","2,013","2,607","1,409","1,800"
2013-08-29,29,8,2013,"1,047",942,"1,138",715,"1,289","2,706","2,053","1,041","1,464",814,"1,266","1,273","1,387","3,075","2,714","2,205","2,062","2,928","1,447","1,725"
2013-09-14,14,9,2013,"1,099","1,089","1,230",860,"1,339","1,692","1,626","1,116","1,387",771,"1,271","1,369","1,373","2,911","2,790","2,058","2,006","2,712","1,478","1,836"
2013-09-30,30,9,2013,953,861,"1,109",640,"1,386","1,646","1,800",994,"1,281",811,"1,220","1,293","1,293","3,065","2,558","4,377","2,136","2,653","1,143","1,736"
2013-10-16,16,10,2013,972,884,"1,079",660,"1,293","1,598","1,659",996,"1,349",719,"1,141","1,257","1,228","2,820","2,442","1,687","1,779","2,510","1,253","1,732"
2013-11-01,1,11,2013,"1,107",923,"1,093",688,"1,372","1,613","1,608","1,325","1,308",856,"1,221","1,221","1,314","3,618","2,736","5,640","2,872","2,119","1,231","1,660"
2013-11-17,17,11,2013,"1,474",573,"1,594",579,"1,716","1,691","1,812","1,790","1,431",696,"2,599","1,838","1,886","3,795","1,378","1,546","1,944","3,093","1,675","1,843"
2013-12-03,3,12,2013,"2,805","2,118","2,721","1,577","2,800","2,443","3,168","2,850","1,047",651,"2,322","2,233","2,462","4,947","4,869","3,451","2,762","3,888","2,199","3,561"
2013-12-19,19,12,2013,"1,836","2,292","2,537","3,350","2,527","2,952","2,752","1,878","2,112",705,"2,082","1,742","2,174","4,756","3,610","3,197","3,152","3,706","1,636","3,477"
2014-01-01,1,1,2014,"1,836","2,292","2,537","3,350","2,527","4,343","2,752","1,878","2,112",705,"1,788","1,765","2,174","5,374","4,722","3,113","2,920","3,706","1,636","3,477"
2014-01-17,17,1,2014,"1,408","1,630","2,518","1,614","1,814","2,331","2,383","1,551","1,883",854,"1,531","1,647","1,829","4,891","3,494","3,098","2,706","3,473","1,728","2,479"
2014-02-02,2,2,2014,"1,644","1,644","2,012","1,323","1,828","2,582","1,892","1,688","1,922","1,041","1,778","1,755","1,651","4,091","4,567","3,763","2,915","2,371","1,661","1,724"
2014-02-18,18,2,2014,"1,821","1,374","2,853","1,316","1,578","2,161","3,166","1,867","2,786",902,"1,828","1,799","1,858","6,003","4,617","2,762","2,512","3,311","1,717","2,447"
2014-03-06,6,3,2014,"2,525","2,203","3,306","1,504","1,701","2,947","2,816","2,475","2,350","1,186","2,545","1,850","1,976","4,608","4,322","4,557","2,308","2,883","1,932","2,598"
2014-03-22,22,3,2014,"2,287","2,435","2,888","1,232","2,440","2,632","2,580","2,166","1,985","1,088","1,896","2,059","1,962","4,947","4,314","3,587","2,377","3,062","2,077","3,449"
2014-04-07,7,4,2014,"1,794","2,030","2,815","1,886","1,714","2,375","3,411","1,516","2,374","1,076","2,826","2,349","2,748","6,691","4,739","3,072","3,195","3,610","2,538","3,509"
2014-04-23,23,4,2014,"2,285","2,356","2,760","1,362","1,628","2,335","3,131","1,361","1,934",813,"2,192","1,882","1,961","3,717","4,037","3,173","2,995","4,285","1,894","2,301"
2014-05-09,9,5,2014,"1,325","1,578","2,592",842,"1,378","2,797","3,014","1,626","2,187","1,126","2,315","1,902","2,373","4,035","2,913","4,277","2,218","3,971","2,534","2,404"
2014-05-25,25,5,2014,"1,158","1,239","1,880",813,"1,411","2,339","1,651","1,074","1,581",890,"1,735","1,644","1,780","3,428","3,174","2,943","3,149","3,516","2,023","2,250"
2014-06-10,10,6,2014,"1,280","1,155","1,680",995,"1,281","2,505","2,223","1,033","2,211","1,023",980,"1,556","1,540","3,259","2,802","3,306","2,625","2,923","2,054","2,048"
2014-06-26,26,6,2014,"1,185","1,165","1,391",754,"1,266","2,151","2,673","1,109","1,563",903,"1,327","1,337","1,393","2,464","2,499","2,299","2,324","1,913","1,451","1,884"
2014-07-12,12,7,2014,959,944,"1,223",727,"1,322","2,059","1,700",987,"1,262",956,"1,249","1,252","1,325","2,330","2,835","2,101","2,218","2,712","1,350","1,615"
2014-07-28,28,7,2014,"1,116",522,"1,370",707,"1,232","2,305","2,034","1,065","1,267",905,963,"1,222","1,345","2,808","2,955","1,940","2,023","2,712","1,533","1,660"
2014-08-13,13,8,2014,969,963,"1,162",669,"1,184","1,669","1,519","1,009","1,172",917,"1,169","1,233","1,193","2,855","2,413","2,801","2,008","2,484","1,395","1,521"
2014-08-29,29,8,2014,"1,003",965,"1,129",658,"1,350","1,499","1,649",929,"1,348","1,114","1,192","1,161","1,223","2,443","2,397","2,099","2,099","2,721","1,356","1,599"
2014-09-14,14,9,2014,932,969,"1,113",763,"1,182","1,795","1,506",988,"1,158",900,"1,174","1,248","1,210","2,209","2,133","2,229","2,139","2,658","1,409","1,629"
2014-09-30,30,9,2014,920,"1,102","1,158",764,"1,270","1,889","1,721","1,045","1,290",897,"1,235","1,214","1,467","2,982","2,738","2,340","2,052","2,774","1,350","1,757"
2014-10-16,16,10,2014,919,879,"1,158",857,"1,231","1,677","1,700",982,"1,129",799,"1,161","1,215","1,160","2,908","2,361","3,054","2,171","3,135","1,335","1,573"
2014-11-01,1,11,2014,"1,024",951,"1,118",918,"1,254","2,477","1,702",997,"1,169",344,"1,162","1,110","1,131","2,387","2,925","2,292","2,099","3,079","1,317","1,532"
2014-11-17,17,11,2014,864,805,"1,010",655,"1,194","1,461","1,608",937,"1,044",731,"1,191","1,342","1,263","2,495","2,148","2,704","2,051","2,747","1,283","1,758"
2014-12-03,3,12,2014,"1,460","1,688","2,396","1,619","1,466","1,787","2,093","1,000","1,098",812,"1,751","1,961","1,985","3,798","3,758","2,927","2,136","3,034","1,655","2,304"
2014-12-19,19,12,2014,"1,886","1,739","2,512","1,640","1,412","2,273","2,050","1,214","1,455",792,"1,730","1,735","1,953","3,477","3,504","3,392","1,910","2,983","1,650","2,391"
2015-01-01,1,1,2015,"1,407","1,502","1,936","1,073","1,339","3,150","3,194","1,076","1,212",768,"1,381","1,546","1,666","5,351","3,410","3,060","2,591","3,648","1,632","2,444"
2015-01-17,17,1,2015,996,924,"1,359",799,"1,242","2,537","2,290",956,"1,109",719,"1,727","1,502","1,515","3,605","2,996","3,303","2,666","2,421","1,507","1,955"
2015-02-02,2,2,2015,940,"1,047","1,316",759,"1,279","1,724","2,470","1,009","1,210",828,"1,312","1,405","1,321","2,771","4,166","2,647","2,794","3,268","1,350","1,821"
2015-02-18,18,2,2015,980,"1,060","1,399",745,"1,360","1,694","1,932",987,"1,364",807,"1,197","1,518","1,460","2,866","3,362","2,590","2,394","3,199","1,358","1,963"
2015-03-06,6,3,2015,905,886,"1,040",632,"1,058","2,865","1,917",940,964,811,"1,098","1,245","1,256","3,222","2,846","2,464","2,430","2,708","1,183","1,816"
2015-03-22,22,3,2015,880,945,"1,634",805,"1,181","1,813","1,601",932,"1,110",993,"1,229","1,220","1,119","3,089","2,260","4,475","2,742","3,195","1,464","1,621"
2015-04-07,7,4,2015,448,862,"1,371",741,"1,191","1,567","2,355",843,"1,118",666,"1,150","1,524","1,387","2,463","2,708","4,188","2,232","3,134","1,409","1,722"
2015-04-23,23,4,2015,"1,078",913,"1,056",753,"1,244","1,772","1,772","1,051","1,474",830,"1,019","1,195","1,565","1,391","3,630","2,729","2,668","2,881","1,373","1,805"
2015-05-09,9,5,2015,"1,260","1,274","1,681","1,000","1,561","2,167","2,080","1,226","2,298",761,"1,651","1,567","1,368","5,770","4,276","2,960","2,674","2,640","1,440","2,187"
2015-05-25,25,5,2015,"1,638","1,893","1,483",962,"1,405","4,150","4,653","1,633","1,271",706,"1,713","2,044","1,949","3,526","3,776","4,046","2,570","1,977","2,203","2,312"
2015-06-10,10,6,2015,911,968,"1,057",738,"1,276","2,442","1,559","1,008","1,508",832,"1,230","1,386","1,359","3,775","3,049","3,184","2,580","2,727","1,292","1,890"
2015-06-26,26,6,2015,927,977,"1,099",660,"1,200","2,978","1,538","1,071","1,228",865,"1,254","1,644","1,442","3,094","3,402","2,633","2,553","3,017","1,301","1,562"
2015-07-12,12,7,2015,830,852,"1,032",661,"1,192","1,564","1,787",992,"1,018",811,"1,246","1,262","1,177","2,474","2,798","3,321","2,562","2,892","1,367","1,538"
2015-07-28,28,7,2015,"1,096",821,"1,067",775,"1,094","1,309","1,901",909,"1,020",786,"1,474","1,265","1,065","3,000","3,125","2,559","2,151","2,197","1,240","1,573"
2015-08-13,13,8,2015,845,919,"1,017",743,"1,179","1,900","2,064",941,"1,175",813,"1,114","1,209","1,104","2,860","2,804","2,633","2,323","3,434","1,288","1,736"
2015-08-29,29,8,2015,843,843,893,643,"1,113","1,458","1,719",943,"1,047",804,"1,113","1,208","1,104","2,034","1,871","2,496","1,937","2,031","1,234","1,553"
2015-09-14,14,9,2015,840,833,988,693,"1,115","1,470","1,611",936,"1,009",823,"1,064","1,210","1,096","2,649","2,223","2,096","1,861","1,979","1,228","1,645"
2015-09-30,30,9,2015,914,792,970,738,"1,105","1,762","1,816",958,"1,008",800,"1,057","1,204","1,053","1,519","2,254","2,186","1,948","1,858","1,129","1,466"
2015-10-16,16,10,2015,878,858,996,751,"1,120","2,206","1,503",993,"1,115",792,"1,067","1,153","1,029","2,341","2,039","2,484","1,792","2,596","1,175","1,488"
2015-11-01,1,11,2015,829,783,"1,052",892,"1,224","1,707","1,568",993,"1,215",722,"1,070","1,301","1,225","2,483","2,763","4,411","1,878","3,034","1,290","1,727"
2015-11-17,17,11,2015,788,886,"1,092","1,112","1,704","1,631","1,748","1,865","1,226",167,"1,182","1,459","1,342","2,687","3,085","2,817","2,161","2,139","1,405","1,783"
2015-12-03,3,12,2015,"1,973","1,942","2,637",958,"2,451","3,446","2,542","1,843","1,492","1,166","1,965","2,209","2,505","5,854","4,336","3,426","3,292","1,920","1,750","2,272"
2015-12-19,19,12,2015,"1,190","1,084","1,652",846,"3,117","4,207","2,719","2,423","1,115","1,049","1,994","2,250","3,369","7,274","4,982","3,754","3,507","4,117","3,502","3,454"
2016-01-01,1,1,2016,"1,409","1,275","1,455",868,"2,204","2,814","2,079","1,773","1,454",996,"1,581","1,807","2,469","4,533","4,318","4,158","3,001","4,981","2,437","2,466"
2016-01-17,17,1,2016,"1,900","1,412","2,443",889,"2,329","3,496","3,023","2,490","2,017","1,312","2,185","2,064","3,006","4,701","4,497","3,572","3,266","4,314","3,650","4,505"
2016-02-02,2,2,2016,"1,774","1,350","2,295","1,459","2,408","2,256","3,065","2,607","3,449","1,048","2,377","2,014","2,477","4,375","4,407","3,347","3,110","5,195","2,609","3,317"
2016-02-18,18,2,2016,"1,660","1,343",693,990,"1,793","2,853","2,457","1,483","2,706",987,"1,898","1,708","2,135","4,245","3,597","3,247","2,868","3,450","2,132","2,084"
2016-03-05,5,3,2016,"1,138","1,138","1,157",932,"1,640","1,925","2,498","1,314","2,426","1,227","1,577","1,702","1,813","4,022","3,735","3,077","3,494","4,434","2,165","2,461"
2016-03-21,21,3,2016,477,960,"1,185",767,"1,382","1,645","1,672","1,208","1,863","1,020","1,497","1,554","1,608","3,678","2,970","2,713","2,580","3,327","1,682","1,953"
2016-04-06,6,4,2016,884,"1,004","2,080",913,"1,528","2,206","2,377","1,321","1,517",877,"1,294","1,783","1,486","1,940","3,515","3,127","2,793","3,297","2,135","2,233"
2016-04-22,22,4,2016,"1,298","1,167","2,598","1,563","2,212","2,615","2,419","1,337","2,619","1,322","1,722","1,861","1,663","4,656","2,327","4,093","2,896","3,466","2,916","2,460"
2016-05-08,8,5,2016,"1,704","1,609","1,913","1,674","2,280","3,080","1,684","1,396","1,515","1,545","2,453","2,230","2,656","3,713","3,867","5,186","3,033","4,498","2,995","3,544"
2016-05-24,24,5,2016,"1,048","1,252","1,574",859,"2,130","2,531","1,713","1,146","2,528","1,534","1,025","2,203","2,338","4,031","3,636","3,257","3,676","3,643","2,192","2,288"
2016-06-09,9,6,2016,"1,038","1,025","1,138",888,"1,495","2,251","2,064","1,034","1,869","1,123","1,485","1,496","1,458","3,762","2,799","2,554","2,973","3,170","1,832","1,847"
2016-06-25,25,6,2016,961,"1,005","1,109",677,"1,302","1,808","1,893","1,004","1,605","1,026","1,286","1,347","1,428","3,096","2,368","2,756","2,370","3,050","1,499","1,669"
2016-07-11,11,7,2016,947,975,"1,082",702,"1,319","2,084","1,553","1,044","1,285",895,"1,164","1,225","1,292","3,155","2,642","2,314","2,110","2,802","1,382","1,505"
2016-07-27,27,7,2016,933,769,"1,052",653,"1,181","1,572","1,783","1,021","1,307",934,"1,180","1,307","1,344","2,875","2,368","2,825","2,202","2,850","1,385","1,680"
2016-08-12,12,8,2016,916,939,"1,030",644,"1,170","1,820","1,843",980,"1,185",856,"1,137","1,168","1,187","2,473","2,216","2,310","2,092","2,499","1,293","1,587"
2016-08-28,28,8,2016,852,840,"1,083",792,"1,266","2,958","1,864","1,092","1,280",854,"1,110","1,330","1,261","2,360","2,173","2,237","2,084","2,564","1,398","1,652"
2016-09-13,13,9,2016,918,878,"1,033",599,"1,215","1,963","1,576",982,"1,200",884,"1,159","1,210","1,183","2,393","2,499","2,186","1,867","1,967","1,229","1,479"
2016-09-29,29,9,2016,903,891,"1,014",688,"1,161","1,790","1,308",990,"1,221",822,"1,117","1,264","1,141","2,743","1,841","2,412","2,102","2,871","1,251","1,537"
2016-10-15,15,10,2016,909,790,"1,033",702,"1,095","1,479","1,716",960,"1,218",804,"1,078","1,175","1,232","2,414","1,915","2,146","1,986","3,196","1,274","1,480"
2016-10-31,31,10,2016,994,932,"1,035",812,965,"2,920","1,757",956,"1,402",855,"1,144","1,448","1,246","2,464","1,008","2,374","2,331","3,251","1,321","1,752"
2016-11-16,16,11,2016,"2,174",364,"1,308",766,"1,390","1,889","2,460",691,"1,171",938,"1,381","1,243","1,174","3,240","2,545","2,450","1,542","3,768","1,264",983
2016-12-02,2,12,2016,"1,069",897,"1,077","1,261","1,315","2,283","1,593","1,094","1,332",959,"1,293","1,549","1,199","2,554","3,951","2,681","3,077","4,030","1,222","1,533"
2016-12-18,18,12,2016,874,826,"1,103",758,"1,456","3,084","1,858","1,026","1,167",907,"1,157","1,327","1,173","5,421","4,334","3,017","2,704","4,001","1,179","1,650"
2017-01-01,1,1,2017,911,826,988,758,"1,157","1,915","1,858","1,012","1,167",875,"1,157","1,151","1,173","3,562","2,961","2,122","2,704","3,890","1,179","1,650"
2017-01-17,17,1,2017,971,825,"1,015",607,"1,262","1,486","1,566",971,"1,262",926,"1,122","1,163","1,122","2,762","2,468","2,379","2,871","2,972","1,080","1,581"
2017-02-02,2,2,2017,982,886,937,693,"1,150","1,555","1,783",951,"1,238",864,"1,106","1,339","1,309","3,339","2,553","2,050","2,356","3,146","1,335","1,685"
2017-02-18,18,2,2017,"1,119",899,"1,027",878,"1,238","2,171","1,757",983,"1,164",617,"1,235","1,592","1,511","2,253","2,594","2,598","2,386","2,632","1,417","1,753"
2017-03-06,6,3,2017,912,855,969,727,"1,354","2,270","1,847","1,051","1,215",821,"1,150","1,508","1,451","3,424","2,547","2,304","1,987","2,895","1,469","1,909"
2017-03-22,22,3,2017,"1,190","1,178","1,455",786,"1,323","2,898","1,856",753,"1,316",777,"1,178","1,276","1,255","4,011","3,154","2,981","2,872","4,042","1,475","1,994"
2017-04-07,7,4,2017,736,"1,012","1,331",769,"1,338","1,840","2,055","1,002","1,141",928,"1,213","1,301","1,347","3,147","2,606","2,918","2,585","2,926","1,431","1,580"
2017-04-23,23,4,2017,"1,161","1,029","1,588",944,"1,383","1,828","1,440","1,072","1,006",963,"1,108","1,280","1,419","4,838","3,198","2,134","2,512","2,626","1,308","1,684"
2017-05-09,9,5,2017,"1,017","1,212","1,740","1,313","1,766","1,293","1,632","1,007","1,873","1,074","1,314","1,406","1,343","3,295","4,464","2,532","2,599","3,976","1,374","1,128"
2017-05-25,25,5,2017,"1,054","1,045","1,177","1,077","1,684","1,375","1,894","1,243","1,359",917,"1,382","1,374","1,314","4,282","3,899","4,357","2,464","4,020","1,324","1,643"
2017-06-10,10,6,2017,984,"1,066","1,228",822,"1,343","1,879","1,486","1,021","1,200",824,"1,454","1,293","1,272","3,661","2,884","2,989","2,733","3,139","1,199","1,677"
2017-06-26,26,6,2017,981,930,"1,099",631,"1,383","1,946","1,881",998,"1,202",865,"1,177","1,239","1,247","3,298","3,241","2,617","2,662","2,433","1,295","1,609"
2017-07-12,12,7,2017,955,879,"1,014",617,"1,195","2,783","1,501",873,"1,031",878,"1,128","1,204","1,101","2,076","2,583","2,051","1,990","2,258","1,238","1,543"
2017-07-28,28,7,2017,700,973,950,692,965,"1,868",802,"1,127",995,970,"1,687","1,096","1,198","2,090","2,536","2,112","1,623","1,869","1,174","1,570"
2017-08-13,13,8,2017,987,"1,006",954,851,"1,226","2,124","1,430","1,005","1,121",880,"1,080","1,355","1,219","1,978","2,375","2,175","2,125","2,611","1,266","1,558"
2017-08-29,29,8,2017,924,913,963,722,"1,190","1,563","1,464","1,006","1,022",817,"1,133","1,254","1,147","2,306","1,946","2,114","1,852","2,285","1,300","1,401"
2017-09-14,14,9,2017,914,893,934,695,"1,107","2,018","1,682",903,"1,088",789,"1,096","1,182","1,076","2,236","2,034","1,893","1,817","2,319","1,107","1,396"
2017-09-30,30,9,2017,873,815,949,773,"1,128","1,442","1,516",966,"1,137",853,988,"1,093",986,"1,980","1,936","2,195","1,687","1,982","1,063","1,535"
2017-10-16,16,10,2017,854,880,"1,177",705,"1,034","1,693","1,520",906,"1,005",698,984,"1,068","1,015","1,998","2,019","2,534","1,694","2,424","1,241","1,348"
2017-11-01,1,11,2017,869,921,"1,076","1,414","1,076","1,378","1,971",981,"1,235",808,"1,044","1,490","1,029","2,082","2,005","3,643","2,716","2,818","1,404","1,295"
2017-11-17,17,11,2017,913,892,"1,061",804,"1,173","1,456","1,694","1,040","1,277",740,"1,191","1,646","1,267","1,963","2,385","2,115","2,305","3,370","1,245","1,510"
2017-12-03,3,12,2017,"1,120",892,"1,185",694,"1,072","2,370","2,241","1,007","1,042",837,"1,124","1,800","1,281","1,978","2,678","2,425","2,086","1,306","1,241","1,126"
2017-12-19,19,12,2017,893,829,"1,006",793,"1,219","2,106","2,284",867,989,827,"1,046","1,321","1,312","3,567","2,752","2,340","2,160","2,960","1,201","1,550"
2018-01-01,1,1,2018,990,907,"1,413",921,"1,619","1,750","2,354","1,317","1,347",939,"1,689","1,629","1,726","2,999","3,122","2,836","2,312","3,817","1,265","2,052"
2018-01-17,17,1,2018,913,835,"1,195",758,"1,426","1,582","1,903","1,182","1,135",919,"1,403","1,442","1,509","3,734","2,560","3,354","2,724","3,775","1,346","1,968"
2018-02-02,2,2,2018,896,920,902,800,"1,325","1,602","1,715","1,119","1,005",898,"1,234","1,311","1,244","1,904","2,724","2,413","2,621","3,396","1,375","1,780"
2018-02-18,18,2,2018,873,850,990,776,"1,606","2,105","2,174","1,047","1,171",791,"1,483","1,378","1,466","2,167","2,438","1,645","2,424","2,693","1,554","1,924"
2018-03-06,6,3,2018,"1,388","1,131","1,525",893,"1,995","1,972","2,563","1,393","1,167",224,"2,491","1,593","2,647","3,542","4,390","1,811","2,399","2,252","2,474","2,700"
2018-03-22,22,3,2018,"2,759","2,480","3,338","1,736","4,108","2,941","2,916","3,962","1,315",981,"3,587","2,210","2,652","6,339","5,199","2,351","3,532","4,840","2,642","5,329"
2018-04-07,7,4,2018,"4,322","2,888","3,931","3,781","2,680","3,363","3,375","2,618","1,084","1,144","3,161","2,301","2,553","3,396","2,720","2,533","1,965","3,810","2,907","3,102"
2018-04-23,23,4,2018,"5,894","4,472","4,516","7,331","3,896","1,697","3,601","3,216","1,101","1,066","5,023","2,933","4,046","7,482","6,699","2,912","3,862","4,529","3,495","2,804"
2018-05-09,9,5,2018,"4,218","3,598","4,462","6,770","3,978","3,846","3,561","2,948","1,056",940,"4,677","3,410","3,706","5,913","6,884","2,911","5,356","4,994","4,362","4,304"
